Index,Album,Song Name,Lyrics
41,Speak Now,Innocent,guess really time left war path lost balance tightrope lost mind trying get back wasnt easier lunchbox days always bigger bed crawl wasnt beautiful believed everything everybody believed alright wait see string lights still bright oh youve youre still innocent youre still innocent things cant speak night live wouldnt shattered floor seen know wasnt easier fireflycatching days everything reach someone bigger brought wasnt beautiful running wild til fell asleep monsters caught alright wait see string lights still bright oh youve youre still innocent okay life tough crowd thirtytwo still growing youre still innocent might also like time turns flames embers youll new septembers every one us messed ooh minds change like weather hope remember today never late brand new oh alright wait see string lights still bright oh youve youre still innocent okay life tough crowd thirtytwo still growing youre still innocent youre still innocent lost balance tightrope oh never late get back
42,Red,The Lucky One,new town madeup name angels city chasing fortune fame camera flashes make look like dream figured since school everybody loves pretty everybody loves cool overnight look like sixties queen another name goes lights like diamonds sky theyll tell youre lucky one yeah theyll tell youre lucky one tell youre lucky one oh oh oh big black cars riviera views lover foyer doesnt even know secrets end splashed news front page tell youre lucky youre confused cause dont feel pretty feel used young things line take place another name goes lights wonder youll make alive theyll tell youre lucky one yeah theyll tell youre lucky one tell youre lucky one oh oh oh years later showed still tell legend disappeared took money dignity got hell say bought bunch land somewhere chose rose garden madison square took time understand might also like cause name lights think got right let tell youre lucky one let tell youre lucky one let tell youre lucky one oh oh oh theyll tell youre lucky one yeah theyll tell youre lucky one theyll tell youre lucky one oh oh oh oh whoa oh oh
43,Red,State of Grace,im walking fast traffic lights busy streets busy lives know touch go alone changing minds fall love til hurts bleeds fades time never never saw coming ill never never come around armor falls pierce room like cannonball know dont let go alone room slates clean twin fire signs four blue eyes never saint ive loved shades wrong learn live pain mosaic broken hearts love brave wild never never saw coming ill never never state grace worthwhile fight love ruthless game unless play good right hands fate youre achilles heel golden age something good right real might also like never never saw coming ill never never never saw coming ill never never saint ive loved shades wrong learn live pain mosaic broken hearts love brave wild state grace worthwhile fight love ruthless game unless play good right
45,Red,We Are Never Ever Getting Back Together,remember broke first time saying ive enough cause like hadnt seen month said needed space come around say baby miss swear im gon na change trust remember lasted day say hate break call love oohoohoohoohooh called last night oohoohoohoohooh time im telling im telling never ever ever getting back together never ever ever getting back together go talk friends talk friends talk never ever ever ever getting back together like ever im really gon na miss picking fights falling screaming im right would hide away find peace mind indie record thats much cooler mine oohoohoohoohooh called tonight oohoohoohoohooh time im telling im telling never ever ever getting back together never ever ever getting back together go talk friends talk friends talk talk never ever ever ever getting back together oohoohoohoohooh yeah oohoohoohoohoohooh yeah oohoohoohoohooh yeah ohohoh might also like used think forever ever used say never say never ugh calls hes like still love im like mean exhausting know like never getting back together like ever never ever ever getting back together never ever ever ooh getting back together go talk friends talk friends talk never ever ever ever getting back together oohoohoohoohooh oohoohooh getting back together oohoohoohoohooh oh oh getting back together yeah go talk friends talk friends talk talk never ever ever ever getting back together
46,Red,Treacherous,put lips close mine long dont touch focus eye eye til gravitys much ill anything say say hands id smart walk away youre quicksand slope treacherous path reckless slope treacherous iii like cant decide choice getting swept away hear sound voice asking stay skin bone trained get along forever going flow youre friction slope treacherous path reckless slope treacherous like two headlights shine sleepless night get get alone name echoed mind think think know nothing safe worth drive would follow follow home ill follow follow home hope treacherous daydream dangerous hope treacherous iii iii iii might also like two headlights shine sleepless night get get alone name echoed mind think think know nothing safe worth drive would follow follow home ill follow follow home ill follow follow home ill follow follow home slope treacherous iii like
47,Red,I Almost Do,bet time night youre still bet youre tired long hard week bet youre sittin chair window looking city bet sometimes wonder bout wan na tell takes everything call wish could run hope know every time dont almost almost bet think either moved hate ⊘cause time reach theres reply bet never ever occurred cant say hello risk another goodbye wan na tell takes everything call wish could run hope know every time dont almost almost oh made quite mess babe probably better way confess babe dreams youre touching face asking want try almost wan na tell takes everything call wish could run hope know every time dont almost almost might also like bet time night youre still bet youre tired long hard week bet youre sittin chair window looking city hope sometimes wonder bout
48,Red,Everything Has Changed,good go knew morning woke know something know something didnt ive seen since 18 hours ago green eyes freckles smile back mind making feel like wan na know better know better know better wan na know better know better know better wan na know better know better know better wan na know know know cause know said hello eyes look like coming home know simple name everything changed know held door youll mine ill know since yesterday everything changed walls stood tall painted blue ill take em take em open door feel stomach butterflies beautiful kind making lost time taking flight making feel right might also like wan na know better know better know better wan na know better know better know better wan na know better know better know better wan na know know know cause know said hello eyes look like coming home know simple name everything changed know held door youll mine ill know since yesterday everything changed come back tell im feeling like ive missed time meet tonight let know mind wan na know better know better know better wan na know know know cause know said hello eyes look like coming home know simple name everything changed know held door youll mine ill know since yesterday everything changed know said hello dust highest hopes know pouring rain everything changed know new found grace days ill know face know since yesterday everything changed
50,Red,Begin Again,took deep breath mirror didnt like wore high heels turn lock put headphones always said didnt get song walked expecting youd late got early stand wave walk pull chair help dont know nice throw head back laughin like little kid think strange think im funny cause never ive spending last eight months thinkin love ever break burn end wednesday café watched begin said never met one girl many james taylor records tell stories dont know im comin little shy throw head back laughin like little kid think strange think im funny cause never ive spending last eight months thinkin love ever break burn end wednesday café watched begin walked block car almost brought start talk movies family watches every single christmas wan na talk first time whats past past might also like cause throw head back laughin like little kid think strange think im funny cause never ive spending last eight months thinkin love ever break burn end wednesday café watched begin hmm hmm wednesday café watched begin
51,Red,The Last Time,find door like times im sure got roads lead imagine home room alone open eyes mine everything feels better right eyes im breaking past reasons last time im asking put name top list last time im asking break heart blink eye eye eye find door like times wear best apology watch leave times let go disappear come back everything better right eyes im aching run fast nowhere hide last time im asking put name top list last time im asking break heart blink eye eye eye might also like last time tell ive got wrong last time say along last time let door last time wont hurt anymore ohho ohho ohho ohho ohho ohho ohho ohho last time im asking put name top list last time im asking break heart blink eye last time im asking last time im asking put name top list put name top list last time im asking last time im asking break heart blink eye break heart last time im asking last time im asking last time im asking last time im asking last time im asking last time im asking last time im asking last time im asking last time im asking last time im asking last time im asking last time im asking
52,Red,Starlight,said oh marvelous tune best night never would forget moved whole place dressed nines dancing dancing like made starlight like made starlight met bobby boardwalk summer 45 picked late one night window 17 crazy running wild wild cant remember song playing walked night snuck yacht club party pretending duchess prince said oh marvelous tune best night never would forget moved whole place dressed nines dancing dancing like made starlight starlight like made starlight starlight said ⊜look worrying much things cant change youll spend whole life singing blues keep thinking way trying skip rocks ocean saying dont see starlight starlight dont dream impossible things like oh marvelous tune best night never would forget moved whole place dressed nines dancing dancing like made starlight starlight like made starlight starlight oohooh hes talking crazy oohooh dancing oohooh could get married ten kids teach em dream might also like oh marvelous tune best night never would forget moved whole place dressed nines dancing dancing like made starlight starlight like made starlight starlight like made starlight starlight like dream impossible dreams like starlight starlight like dream impossible dreams dont see starlight starlight dont dream impossible things
53,Red,All Too Well,walked door air cold something bout felt like home somehow left scarf sisters house youve still got drawer even oh sweet disposition wideeyed gaze singing car getting lost upstate autumn leaves falling like pieces place picture days know long gone magics might okay im fine oh oh oh cause little town street almost ran red cause lookin wind hair remember well photo album counter cheeks turning red used little kid glasses twinsized bed mothers telling stories bout teeball team taught bout past thinking future know long gone nothing else could forget long enough forget needed cause middle night dancing ⊘round kitchen refrigerator light stairs remember well yeah might also like well maybe got lost translation maybe asked much maybe thing masterpiece til tore running scared remember well call break like promise casually cruel name honest im crumpled piece paper lying cause remember well time wont fly like im paralyzed id like old self im still trying find plaid shirt days nights made mail back things walk home alone keep old scarf first week cause reminds innocence smells like cant get rid cause remember well yeah cause loved back lost one real thing youve ever known rare remember well wind hair remember stairs remember rare remember well
54,Red,Red,loving like driving new maserati deadend street faster wind passionate sin ending suddenly loving like trying change mind youre already flying free fall like colors autumn bright lose losing blue like id never known missing dark gray alone forgetting like trying know somebody youve never met loving red red red red red loving red red red red red touching like realizing ever wanted right front memorizing easy knowing words old favorite song fighting like trying solve crossword realizing theres right answer regretting like wishing never found love could strong losing blue like id never known missing dark gray alone whoa forgetting like trying know somebody youve never met loving red red red oh red red red burning red red red red red remembering comes flashbacks echoes tell time got ta let go moving impossible still see head burning red burning red might also like oh losing blue like id never known missing dark gray alone whoa forgetting like trying know somebody youve never met cause loving red red red yeah yeah red red red burning red red red red red thats red red hes spinning round head comes back red red burning red red red yeah yeah red red love like driving new maserati deadend street
56,Red,I Knew You Were Trouble.,upon time mistakes ago sights got alone found found found meeeee guess didnt care guess liked fell hard took step back without without without meeeee hes long gone hes next realize blame cause knew trouble walked shame flew places id never til put oh knew trouble walked shame flew places id never im lying cold hard ground oh ohoh trouble trouble trouble oh ohoh trouble trouble trouble apologies hell never see cry pretends doesnt know hes reason youre drowning youre drowning youre drowninginginginging heard moved whispers street new notch belt ill ever see see seeeeee might also like long gone met realize joke yeah knew trouble walked oh shame flew places id never til put oh knew trouble walked shame flew places id never yeah im lying cold hard ground oh ohoh trouble trouble trouble yeah trouble oh ohoh trouble trouble trouble saddest fear comes creeping never loved anyone anything yeah knew trouble walked shame flew places id never never til put oh knew trouble walked knew right shame knew right flew places id never ooh im lying cold hard ground oh ohoh trouble trouble trouble oh oh ohoh trouble trouble trouble knew trouble walked trouble trouble trouble knew trouble walked trouble trouble trouble
57,Red,22,feels like perfect night dress like hipsters make fun exes uhuh uhuh feels like perfect night breakfast midnight fall love strangers uhuh uhuh yeah happy free confused lonely time miserable magical oh yeah tonights night forget deadlines time ohoh dont know im feeling twentytwo everything alright keep next dont know ill bet want everything alright keep dancing like twentytwo twentytwo seems like one nights place crowded many cool kids uhuh uhuh whos taylor swift anyway ew seems like one nights ditch whole scene end dreamin instead sleeping yeah happy free confused lonely best way miserable magical oh yeah tonights night forget heartbreaks time ohoh might also like hey dont know im feeling twentytwo everything alright ooh keep next dont know ill bet want everything alright alright keep dancing like twentytwo ohohohoh oh twentytwo dont know twentytwo twentytwo ooh feels like one nights ditch whole scene feels like one nights wont sleepin feels like one nights look like bad news got ta got ta woah ooh yeah ehyeah hey dont know dont know im feeling twentytwo everything alright ooh keep next dont know dont know ill bet want everything alright keep dancing like dancing like twentytwo twentytwo woahoh twentytwo dancing like twentytwo yeah yeah twentytwo yeah yeah yeah feels like one nights twentytwo ditch whole scene feels like one nights twentytwo wont sleeping feels like one nights twentytwo look like bad news got ta got ta
58,Red,Stay Stay Stay,im pretty sure almost broke last night threw phone across room expecting dramatic turn away stayed morning said talk cause read never leave fight unresolved thats came wearing football helmet said okay lets talk said stay stay stay ive loving quite time time time think funny im mad mad mad think best stay id dated selfindulgent takers took problems carry groceries im always laughing love given choice stay stay stay ive loving quite time time time think funny im mad mad mad think best stay stay stay stay took time memorize fears hopes dreams like hanging time times didnt leave occurring id like hang whole life might also like stay ill loving quite time one else gon na love get mad mad mad think best stay stay stay stay stay stay stay stay stay ive loving quite time time time think funny im mad mad mad think best stay stay stay stay stay stay stay stay stay ive loving quite time time time think funny im mad mad mad think best stay hahaha fun
59,Red,Sad Beautiful Tragic,long handwritten note deep pocket words little mean youre little late stood right tracks face locket good girls hopeful theyll long wait beautiful magic love sad beautiful tragic love affair dreams meet warm conversation wake lonely beds different cities time taking sweet time erasing youve got demons darling look like cause beautiful magic love sad beautiful tragic love affair distance timing breakdown fighting silence train runs tracks kiss try fix could try listen hang give life us cant get back beautiful magic love sad beautiful tragic beautiful tragic beautiful beautiful magic love sad beautiful tragic love affair beautiful magic love sad beautiful tragic love affairyou might also like
60,Red,Holy Ground,reminiscing day coffee alone lord took away back firstglance feeling new york time back fit poems like perfect rhyme took faster green light go hey skip conversation already know left note door joke wed made first day darling good never looking right stood holy ground spinning like girl brand new dress big wide city blocked noise sound need first time something lose guess fell apart usual way storys got dust every page sometimes wonder think see face every crowd cause darling good never looking right stood holy ground tonight im gon na dance weve dont wan na dance im dancing tonight im gon na dance like room dont wan na dance im dancing might also like good never looking right stood holy ground tonight im gon na dance weve dont wan na dance im dancing tonight im gon na dance like room dont wan na dance im dancing
61,1989,How You Get The Girl,oh oh oh oh oh oh ohoh ohoh stand like ghost shaking rain rain shell open door say insane say long six months afraid tell want want thats works thats get girl say want worse better would wait forever ever broke heart ill put back together would wait forever ever thats works thats get girl girl ohoh oh thats works thats get girl girl remind used yeahyeah pictures frames kisses cheeks cheeks tell must lost mind oohooh left alone never told thats works thats lost girl say might also like want worse better would wait forever ever ever ever broke heart ill put back together would wait forever ever thats works thats get girl girl ohoh ohoh thats works thats get girl girl yeah yeah know oh oh oh oh oh oh oh oh oh oh dont want go oh oh remind used pictures frames kisses cheeks say want yeahyeah say want worse better worse better would wait forever ever ever ever broke heart ill put back together want forever ever would wait forever ever thats works thats get girl girl works thats works thats get girl girl get girl thats works thats works thats get girl girl oh oh oh oh oh oh oh oh oh oh thats works thats get girl girl oh oh oh oh oh oh oh oh oh oh thats works thats got girl
62,1989,This Love,clear blue water high tide came brought could go skies grew darker currents swept gone gone gone gone silent screams wildest dreams never dreamed love good love bad love alive back dead ohoh oh hands let go free love came back ohoh oh ohoh ohoh oh tossing turning struggled night someone new baby could go lantern burning flickered mind still gone gone gone losing grip sinking ships showed time love good love bad love alive back dead ohoh oh hands let go free love came back ohoh oh love left permanent mark love glowing dark ohoh oh hands let go free love came back ohoh oh might also like love love love love ohoh oh love love love love ohoh oh love love love love ohoh oh love love love love kiss cheek watched leave smile ghost fell knees youre young run come back need love good love bad love alive back dead ohoh oh hands let go free love came back ohoh oh love love left permanent mark love love glowing dark ohoh oh love hands let go free love love came back ohoh oh love love love love ohoh oh love love love love ohoh oh love love love love love love came back ohoh oh
63,1989,I Know Places,ii ii ii stand hand waistline scene plain sight hear whisper pass bad sign bad sign something happens everybody finds see vultures circling dark clouds loves fragile little flame could burn could burn cause got cages got boxes guns hunters foxes run baby know places wont found theyll chasing tails trying track us cause know places hide know places know places lights flash well run fences let say want wont hear loose lips sink ships damn time time grab hand dont ever drop love hunters foxes run baby know places wont found theyll chasing tails trying track us cause know places hide know places might also like hunters foxes run grab hand dont ever drop love baby know places wont found theyll chasing tails trying track us cause know places hide know places take shots bulletproof know places know always know places dead night eyes green know places know always know places ii ii
64,1989,Wildest Dreams,said lets get town drive city away crowds thought heaven cant help nothing lasts forever gon na take hes tall handsome hell hes bad well see end begins one condition say youll remember standin nice dress starin sunset babe red lips rosy cheeks say youll see even wildest dreams ah ha wildest dreams ah ha said one know hands hair clothes room voice familiar sound nothin lasts forever gettin good hes tall handsome hell hes bad well weve last kiss last request say youll remember standin nice dress starin sunset babe red lips rosy cheeks say youll see even wildest dreams ah ha wildest dreams ah ha might also like youll see hindsight tangled night burnin someday leave bet memories follow around youll see hindsight tangled night burnin burnin someday leave bet memories follow follow around follow around say youll remember standing nice dress starin sunset babe red lips rosy cheeks say youll see even pretend say youll remember standin nice dress starin sunset babe red lips rosy cheeks say youll see even pretend pretend wildest dreams ah ha ah wildest dreams ah ha even wildest dreams ah ha wildest dreams ah ha
65,1989,Shake It Off,stay late got nothin brain thats people say mmmmmm thats people say mmmmmm go many dates haha cant make stay least thats people say mmmmmm thats people say mmmmmm keep cruisin cant stop wont stop movin like got music mind sayin gon na alright cause players gon na play play play play play haters gon na hate hate hate hate hate baby im gon na shake shake shake shake shake shake shake heartbreakers gon na break break break break break fakers gon na fake fake fake fake fake baby im gon na shake shake shake shake shake shake shake never miss beat im lightnin feet thats dont see mmmmmm thats dont see mmmmmm im dancin dancin make moves go moves go thats dont know mmmmmm thats dont know mmmmmm keep cruisin cant stop wont stop groovin like got music mind sayin gon na alright might also like cause players gon na play play play play play haters gon na hate hate hate hate hate baby im gon na shake shake shake shake shake shake shake heartbreakers gon na break break break break break fakers gon na fake fake fake fake fake baby im gon na shake shake shake shake shake shake shake shake shake shake shake shake shake shake shake hey hey hey think youve gettin liars dirty dirty cheats world couldve gettin sick beat exman brought new girlfriend shes like oh god im gon na shake fella hella good hair wont come baby shake shake shake yeah oh oh oh cause players gon na play play play play play haters gon na hate hate hate hate hate haters gon na hate baby im gon na shake shake shake shake shake shake shake ha heartbreakers gon na break break break break break mmm fakers gon na fake fake fake fake fake fake fake fake baby im gon na shake shake shake shake shake shake shake shake shake shake shake shake shake shake shake shake shake shake shake shake shake shake shake yeah shake shake shake shake got shake shake shake shake
66,1989,Blank Space,nice meet could show incredible things magic madness heaven sin saw thought oh god look face look like next mistake loves game wan na play ayy new money suit tie read like magazine aint funny rumors fly know heard hey lets friends im dying see one ends grab passport hand make bad guys good weekend gon na forever gon na go flames tell mmm high worth pain got long list exlovers theyll tell im insane cause know love players love game cause young reckless well take way far itll leave breathless mmm nasty scar got long list exlovers theyll tell im insane ive got blank space baby ill write name cherry lips crystal skies could show incredible things stolen kisses pretty lies youre king baby im queen find want girl month wait worst yet come oh might also like screaming crying perfect storms make tables turn rose garden filled thorns keep second guessing like oh god get drunk jealousy youll come back time leave cause darling im nightmare dressed like daydream gon na forever gon na go flames tell mmm high worth pain got long list exlovers theyll tell im insane cause know love players love game cause young reckless oh well take way far itll leave breathless ohoh mmm nasty scar got long list exlovers theyll tell im insane insane ive got blank space baby ill write name boys want love torture dont say didnt say didnt warn ya boys want love torture dont say didnt say didnt warn ya gon na forever gon na go flames tell mmm high worth pain got long list exlovers theyll tell im insane im insane cause know love players love game love game cause young reckless yeah well take way far ooh itll leave breathless mmm nasty scar nasty scar got long list exlovers theyll tell im insane ive got blank space baby ill write name1k
67,1989,Welcome to New York,walking crowd village aglow kaleidoscope loud heartbeats coats everybody wanted something searching sound hadnt heard said welcome new york waiting welcome new york welcome new york welcome new york waiting welcome new york welcome new york new soundtrack could dance beat beat forevermore lights bright never blind welcome new york waiting welcome new york welcome new york first dropped bags apartment floors took broken hearts put drawer everybody someone else want want boys boys girls girls welcome new york waiting welcome new york welcome new york welcome new york waiting welcome new york welcome new york new soundtrack could dance beat beat forevermore lights bright never blind welcome new york new york waiting welcome new york welcome new york like great love keeps guessing like real love everchanging like true love drives crazy know wouldnt change anything anything anything welcome new york waiting welcome new york welcome new york welcome new york waiting welcome new york welcome new york new soundtrack could dance beat lights bright never blind welcome new york new soundtrack waiting welcome new york lights bright never blind welcome new york bright never blind welcome new york welcome new yorkyou might also like
68,1989,Style,midnight come pick headlights long drive could end burning flames paradise fade view oh since even heard heard tell leave cause know exactly leads watch us go round round time got james dean daydream look eye got red lip classic thing like go crashing come back every time cause never go style never go style got long hair slicked back white tshirt got good girl faith tight little skirt go crashing come back every time cause never go style never go style goes cant keep wild eyes road mmm takes home lights hes taking coat mmm yeah say heard oh youve girl girl says heard true cant stop thinking bout said ive times cause got james dean daydream look eye got red lip classic thing like go crashing come back every time cause never go style never go style got long hair slicked back white tshirt got good girl faith tight little skirt tight little skirt go crashing come back every time cause never go style never go never go never go style might also like take home ahahahahah take home ahahahahah yeah take home ahahahahah ohoh woahoh oh style oh got james dean daydream look eye got red lip classic thing like go crashing go come back every time cause never go style never go style1k
69,1989,Bad Blood,cause baby weve got bad blood know used mad love take look youve done cause baby weve got bad blood hey weve got problems dont think solve em made really deep cut baby weve got bad blood hey thinking could trusted ruin shiny rusted hit im weak baby couldnt breathe rub deep salt wound like youre laughing right oh sad think good times cause baby weve got bad blood know used mad love take look youve done cause baby weve got bad blood hey weve got problems dont think solve em made really deep cut baby weve got bad blood hey think wed fine still got scars back knives dont think past kinds wounds last last think things catch time heal wont youre coming way dont might also like oh sad think good times cause baby weve got bad blood know used mad love take look youve done cause baby weve got bad blood hey weve got problems dont think solve em made really deep cut baby weve got bad blood hey bandaids dont fix bullet holes say sorry show live like live ghosts bandaids dont fix bullet holes say sorry show live like live ghosts love like blood runs cold cause baby weve got bad blood know used mad love take look youve done cause baby weve got bad blood hey weve got problems dont think solve em think solve em made really deep cut baby weve got bad blood hey cause baby weve got bad blood know used mad love take look youve done look youve done cause baby weve got bad blood hey weve got problems dont think solve em made really deep cut baby weve got bad blood hey
70,1989,Out Of The Woods,looking seems simple lying couch remember took polaroid us discovered discovered rest world black white screaming color remember thinking woods yet woods yet woods yet woods clear yet clear yet clear yet clear yet good woods yet woods yet woods yet woods clear yet clear yet clear yet clear yet good woods looking last december last december built fall apart fall back together back together ooh necklace hanging neck night couldnt quite forget decided decided move furniture could dance baby like stood chance two paper airplanes flying flying flying remember thinking woods yet woods yet woods yet woods clear yet clear yet clear yet clear yet good woods yet woods yet woods yet oh woods clear yet clear yet clear yet clear yet good woods might also like remember hit brakes soon twenty stitches hospital room started crying baby sun came looking remember couldnt take heat walked said im setting free monsters turned trees sun came looking looking ooh looking woods yet woods yet woods yet woods remember clear yet clear yet clear yet clear yet good oh remember woods yet woods yet yeah yeah woods yet woods clear yet clear yet say clear yet clear yet good woods yet woods yet woods yet woods clear yet yeah clear yet yeah clear yet clear yet good clear yet good woods yet woods yet woods yet woods clear yet clear yet clear yet clear yet good remember woods yet woods yet woods yet woods clear yet clear yet clear yet clear yet good
71,1989,All You Had to Do Was Stay,hey hey hey hey hey hey hey hey hey hey hey hey people like always want back love gave away people like wan na believe say youve changed think less know know drove us road stay hey stay palm hand whyd go lock let stay hey say want back late well couldve easy stay stay stay stay stay calling dont know say ive picking pieces mess made people like always want back love pushed aside people like gone forever say goodbye stay hey stay palm hand whyd go lock let stay hey say want back late well couldve easy stay might also like stay stay stay stay stay stay stay let remind wanted oh oh ohohoh ended wanted oh oh ohohoh like like like oh stay hey stay palm hand whyd want go lock let stay hey say want back late well couldve easy stay hey stay palm hand whyd go lock let stay hey say want back late well couldve easy stay stay stay oh stay stay ooh stay
72,1989,Clean,drought worst ohoh ohoh flowers wed grown together died thirst months months back forth ohoh ohoh youre still like winestained dress cant wear anymore hung head lost war sky turned black like perfect storm rain came pouring drowning thats could finally breathe morning gone trace think finally clean oh oh oh oh nothing left ohoh ohoh butterflies turned dust covered whole room punched hole roof ohoh ohoh let flood carry away pictures water filled lungs screamed loud one heard thing rain came pouring drowning thats could finally breathe morning gone trace think finally clean oh oh oh oh think finally clean oh oh oh oh oh oh ohoh said think finally clean oh oh oh oh oh oh ohoh might also like ten months sober must admit youre clean dont mean dont miss ten months older wont give im clean im never gon na risk drought worst ohoh ohoh flowers wed grown together died thirst oh rain came pouring drowning thats could finally breathe morning gone trace think finally clean rain came pouring drowning thats could finally breathe morning gone trace think finally clean oh oh finally clean think im finally clean oh oh ohoh ohoh oh oh oh think im finally clean
73,1989,I Wish You Would,2 car windows pass street memories start say past drive straight ahead youre thinking hate cause still dont know never said wish would come back wish never hung phone like wish knew id never forget long live wish right right good wish would 2 room headlights pass window pane think crooked love straight line makes want run hide makes turn right back around wish would come back wish never hung phone like wish knew id never forget long live wish right right good wish would wish could go back remember fighting wish knew miss much mad anymore wish right right good wish would wish wish wish wish wish wish might also like always knew push buttons give everything nothing mad mad love makes come running stand back stood wish would wish would wish would wish would wish would wish would wish would wish would wish wish 2 see face hear voice dark crooked love straight line makes wan na run hide made us turn right back around wish would come back wish never hung phone like wish knew id never forget long live wish right right good wish would wish would come back wish never hung phone like wish knew id never forget long live wish right right good wish would wish could go back remember fighting wish knew miss much mad anymore wish right right good wish would wish wish always knew push buttons give everything nothing mad mad love makes come running stand back stood wish would wish would wish would wish would wish would wish would wish would wish would wish would wish wish wish wish wish wish wish would
74,Reputation,...Ready for It?,knew killer first time saw wondered many girls loved left haunted hes ghost phantom holdin ransom boys tryin hard dont try though younger exes act like man see nothing better keep forever like vendettata see gon go touch youll never alone iisland breeze lights low one know middle night dreams see things baby middle night dreams know im gon na take time ready knew robber first time saw stealing hearts running never sayin sorry im thief join heist well move island jailer burton taylor every love ive known comparison failure forget names im tame never see gon go touch youll never alone iisland breeze lights low one know one know middle night dreams see things baby middle night dreams know im gon na take time ready oh ready might also like baby let games begin let games begin let games begin baby let games begin let games begin let games begin see gon go touch youll never alone iisland breeze lights low one know middle night night dreams dreams see things baby baby hmm eh middle night dreams dreams know im gon na know im gon na take time middle night baby let games begin let games begin let games begin ready baby let games begin let games begin let games begin ready
76,Reputation,Delicate,aint best reputations never worse must like cant make promises babe make drink dive bar east side phone lights nightstand black come meet back dark jeans nikes look oh damn never seen color blue think fun things could cause like aint best reputations never worse must like yeah want cant make promises babe make drink cool said chill youre head cause know delicate delicate cool said soon yet cause know delicate isnt isnt isnt isnt isnt isnt isnt isnt delicate third floor west side handsome youre mansion view girls back home touch like long night hands hair echoes footsteps stairs stay honey dont wan na share might also like cause like aint best reputations never worse must like yeah want cant make promises babe make drink cool said chill youre head cause know delicate delicate cool said soon yet cause know delicate isnt isnt isnt isnt isnt isnt isnt isnt delicate sometimes wonder sleep ever dreaming sometimes look eyes pretend youre mine damn time cause like cool said chill youre head cause know delicate delicate yeah want cool said soon yet cause know delicate delicate cause like cool said isnt chill youre head isnt isnt cause know delicate isnt delicate yeah want cool said isnt soon yet isnt isnt cause know delicate isnt delicate
78,Reputation,This Is Why We Can't Have Nice Things,nice throwing big parties jump pool balcony everyone swimming champagne sea rules show bass beat rattling chandelier feeling gatsby whole year whyd rain parade im shaking head locking gates cant nice things darling break take away cant nice things honey oh think wouldnt hear things said cant nice things nice friends giving second chance stabbed back shaking hand therein lies issue friends dont try trick get phone mindtwist took axe mended fence im friend youve lost lately mmmm werent shady cant nice things darling yeah break take away cant nice nice things things baby honey think wouldnt hear things said cant have⊔ might also like heres toast real friends dont care hesaid shesaid heres baby aint reading call lately heres mama listen drama heres cause forgiveness nice thing haha cant even say straight face cant nice things darling darling break take away cant nice uhuh things oh honey baby oh think wouldnt hear things said cant nice things darling heres real friends break take heres baby nice things honey didnt care hesaid shesaid think wouldnt hear things said cant nice things
79,Reputation,Getaway Car,nothing good starts getaway car best times worst crimes struck match blew mind didnt mean didnt see ties black lies white shades gray candlelight wanted leave needed reason x marks spot fell apart poisoned well lyin knew first old fashioned cursed never shotgun shot dark oh drivin getaway car flyin wed never get far dont pretend mystery think place first met ridin getaway car sirens beat heart shouldve known id first leave think place first met getaway car ohohoh never get far ohohah nothing good starts getaway car great escape prison break light freedom face werent thinkin drinkin runnin us screamin go go go three us honey sideshow circus aint love story sorry sorry might also like x marks spot fell apart poisoned well every man knew first old fashioned cursed hit like shotgun shot heart oh drivin getaway car flyin wed never get far dont pretend mystery think place first met ridin getaway car sirens beat heart shouldve known id first leave think place first met getaway car ohohoh never get far ohohah nothing good starts getaway car jetset bonnie clyde ohoh switched side side surprise turned ohoh cause us traitors never win im getaway car left motel bar put money bag stole keys last time ever saw oh drivin getaway car flyin wed never get far dont pretend dont pretend mystery think place first met ridin getaway car sirens beat heart shouldve known shouldve known id first leave think place first met getaway car ohohoh never get far ohohah nothing good starts getaway car ridin getaway car cryin getaway car dyin getaway car said goodbye getaway car ridin getaway car cryin getaway car dyin getaway car said goodbye getaway car
80,Reputation,Don't Blame Me,dont blame love made crazy doesnt aint doin right lord save drug baby ill usin rest life ive breakin hearts long time toyin older guys playthings use something happened first time darkest little paradise shaking pacin need would cross line would waste time would lose mind say shes gone far time dont blame love made crazy doesnt aint doin right lord save drug baby ill usin rest life dont blame love made crazy doesnt aint doin right oh lord save drug baby ill usin rest life name whatever decide im gon na call mine im insane im baby baby echoes echoes name inside mind halo hiding obsession poison ivy im daisy baby would would fall grace touch face walk away id beg knees stay might also like dont blame love made crazy doesnt aint doin right lord save drug baby ill usin rest life yeah ooh dont blame love made crazy doesnt aint doin right doin right oh lord save drug baby ill usin rest life get high oh every time youre every time youre lovin youre lovin trip life oh every time youre every time youre touchin youre touchin every time youre every time youre lovin oh lord save drug baby ill usin rest life usin rest life ohwoahohoh dont blame love made crazy doesnt aint doin right doin right lord save drug baby ill usin rest life ohoh dont blame love made crazy ohohoh doesnt aint doin right aint doin right oh lord save drug baby ill usin rest life ill usin ill usin get high oh every time youre every time youre lovin youre lovin oh lord save drug baby ill usin rest life
