Index,Album,Song Name,Lyrics
81,Reputation,End Game,wan na end game wan na first string wan na ateam woah woah woah wan na end game end game big reputation big reputation ooh got big reputations ah heard ooh got big enemies yeah big reputation big reputation ooh would big conversation ah git git heard ooh yeah like bad ones dope dont overdose im stoked need toast im ghost like im whippin boat boat boat boat got reputation girl dont precede yeah im one call away whenever need yeah im g5 yeah come aside yeah got bad boy persona thats like thats like love love cause type type hold protect life life life dont wan na touch dont wan na another exlove dont wan na see dont wan na miss dont wan na miss like girls dont wan na hurt wan na drinking beach know say know say aint tryna play wan na end game end game wan na first string first string wan na ateam ateam wan na end game end game might also like knew young reconnected little bit older sprung got issues chips shoulders reputation precedes rumors im kneedeep truth easier ignore believe even wed argue wed long understand good bad end song beautiful traits way ease flaws paranoia insecurities ive made mistakes made choices thats hard deny storm something born 4th july ive passed days without fun end game one four words tip tongue ill never say dont wan na touch dont wan na another exlove dont wan na see dont wan na miss dont wan na miss like girls dont wan na hurt wan na drinking beach know say yeah aint tryna play wan na end game end game wan na first string wan na first string wan na ateam ateam wan na end game end game big reputation big reputation ooh got big reputations ah heard ooh got big enemies hey big reputation big reputation yeah ooh would big conversation ah heard ooh like bad ones hit like bang tried forget couldnt bury hatchets keep maps put em reputation precedes told im crazy swear dont love drama loves cant let go handprints soul like eyes liquor like body gold youve callin bluff usual tricks ooh heres truth red lips ah wan na end game end game wan na first string first string wan na ateam ateam ateam wan na end game end game wan na end game oh wan na first string first string wan na ateam ateam wan na end game end game
82,Reputation,Dancing with Our Hands Tied,loved secret first sight yeah love without reason oh twentyfive years old oh know love frozen deep blue painted golden oh held close oh know i⊓ couldve spent forever hands pockets picture face invisible locket said nothing world could stop bad feeling darling turned bed sacred oasis people started talking putting us paces knew one world could take bad feeling dancing dancing hands tied hands tied yeah dancing like first time first time yeah dancing dancing hands tied hands tied yeah dancing bad feeling dancing loved spite deep fears world would divide us baby dance oh avalanche say say got im mess im mess wanted oh cause gravity oh keeping i⊓ couldve spent forever hands pockets picture face invisible locket said nothing world could stop bad feeling might also like dancing dancing hands tied hands tied yeah dancing like first time first time yeah dancing dancing hands tied hands tied yeah dancing knew hands tied bad feeling dancing id kiss lights went swaying room burned id hold water rushes could dance id kiss lights went swaying room burned id hold water rushes could dance dancing hands tied hands tied oh yeah dancing like first time first time first time first time yeah dancing oh dancing hands tied hands tied dancing hands tied yeah dancing ooh bad feeling bad feeling dancing oohooh oohooh hands tied hands tied dancing
83,Reputation,King Of My Heart,im perfectly fine live made mind im better bein alone met weeks ago try callin baby like tryin clothes salute im american queen move like im motown beat rule kingdom inside room cause boys expensive cars range rovers jaguars never took quite one waiting king heart body soul oohwoah youre want ill never let go king heart body soul oohwoah ive waiting waiting oohwoah oohwoah one waiting waiting body soul oohwoah late night citys asleep love secret im hoping dreaming dying keep change priorities taste lips idea luxury salute im american queen move like im motown beat rule kingdom inside room inside room oh cause boys expensive cars range rovers jaguars never took quite might also like one waiting king heart body soul oohwoah youre want ill never let go king heart heart body soul oohwoah hey ive waiting waiting waiting oohwoah oohwoah one waiting waiting waiting waiting body soul oohwoah end endings broken bones mending nights spending roof school girl crush drinking beer plastic cups say fancy fancy stuff baby enough one waiting king heart body soul oohwoah one waiting king heart body soul oohwoah youre want ill never let go king heart heart body soul soul oohwoah ive waiting waiting oohwoah oohwoah oohwoah one waiting waiting body soul oohwoah
84,Reputation,New Year's Day,theres glitter floor party girls carrying shoes lobby candle wax polaroids hardwood floor night dont read last page stay youre lost im scared youre turning away want midnights ill cleaning bottles new years day squeeze hand three times back taxi tell gon na long road ill youre toast town babe strike youre crawling home dont read last page stay hard wrong making mistakes want midnights ill cleaning bottles new years day hold memories hold hold memories hold hold memories hold hold please dont ever become stranger whose laugh could recognize anywhere please dont ever become stranger whose laugh could recognize anywhere theres glitter floor party girls carrying shoes lobby candle wax polaroids hardwood floor forevermore might also like dont read last page stay hard wrong making mistakes want midnights ill cleaning bottles new years day hold memories hold hold memories hold hold memories hold hold please dont ever become stranger memories hold whose laugh could recognize anywhere hold memories hold please dont ever become stranger hold memories hold whose laugh could recognize anywhere hold
85,Reputation,Gorgeous,gorgeous take compliment got drunk made fun way talk think consequence magnetic field little strong got boyfriend hes older us hes club doin dont know youre cool makes hate much hate much whisky ice sunset vine youve ruined life mine youre gorgeous cant say anything face cause look face gorgeous im furious making feel way say youre gorgeous take compliment im talking everyone think consequence touching hand darkened room dark room dark room youve got girlfriend im jealous youre single thats honestly worse cause youre gorgeous actually hurts honey hurts ocean blue eyes looking mine feel like might sink drown die might also like youre gorgeous cant say anything face face cause look face look face gorgeous im furious making feel way feel way say youre gorgeous make happy turns back sad theres nothing hate cant gorgeous makes mad mmh make happy turns back sad yeah theres nothing hate cant guess ill stumble home cats yeugh alone unless wan na come along oh youre gorgeous cant say anything face face cause look face look face gorgeous im furious im furious making feel way feel way say say youre gorgeous make happy turns back sad yeah theres nothing hate cant gorgeous makes mad mmh youre gorgeous make happy turns back sad turns back sad theres nothing hate cant cant gorgeous makes mad mmh youre gorgeous
87,Reputation,Call It What You Want,castle crumbled overnight brought knife gunfight took crown alright liars calling one nobodys heard months im doin better ever cause babys fit like daydream walkin head im one hes walking call want yeah call want babys fly like jet stream high whole scene loves like im brand new call want yeah call want flowers grew back thorns windows boarded storm built fire keep warm drama queens taking swings jokers dressing kings fade nothing look know make mistakes every time bridges burn never learn least one thing right one thing right im laughing lover makin forts covers trust like brother yeah know one thing right starry eyes sparkin darkest night babys fit like daydream walkin head im one hes walking call want yeah call want babys fly like jet stream high whole scene loves like im brand new call want call want call call want yeah call want might also like want wear initial chain round neck chain round neck owns cause really knows say recall late november holding breath slowly said dont need save would run away yes would run away babys fit like daydream walkin head im one hes walking call want call want call call want yeah call want call want babys fly like jet stream oh high whole scene loves like im brand new call want call want call call want yeah call want call want call call want call want call call want call want call call want call want call call want call want call call want call want call call want call want call call want yeah call want
89,Reputation,Dress,secret moments crowded room got idea indentation shape made mark golden tattoo silence patience pining anticipation hands shaking holding back ha ah ah silence patience pining desperately waiting hands shaking ah ha ha haah say name everything stops dont want like best friend bought dress could take take ha ha haah carve name bedpost cause dont want like best friend bought dress could take take ha ha haah inescapable im even gon na try get burned least electrified im spilling wine bathtub kiss face drunk everyone thinks know us know nothin silence patience pining anticipation hands shaking holding back ha ah ah silence patience pining desperately waiting hands shaking ah ha ha haah might also like say name everything stops dont want like best friend bought dress could take take ha ha haah carve name bedpost cause dont want like best friend bought dress could take take ha ha haahah haahah haahahah bought dress could take haahah haahah haahahah bought dress could take flashback met buzzcut hair bleached even worst times could see best flashback mistakes rebounds earthquakes even worst lies saw truth woke time wake side one lifeline woke time wake side hands shake cant explain ah ha ha haah say name everything stops dont want like best friend bought dress could take take ha ha haah carve name bedpost cause dont want like best friend bought dress could take take ha ha haah indentation shape bought dress could take made mark golden tattoo bought dress could take
90,Reputation,Look What You Made Me Do,dont like little games dont like tilted stage role made play fool dont like dont like perfect crime laugh lie said gun mine isnt cool dont like oh got smarter got harder nick time honey rose dead time ive got list names red underlined check check twice oh ooh look made look made look made look made me⊔ ooh look made look made look made look made dont like kingdom keys belonged asked place sleep locked threw feast world moves another day another drama drama think karma world moves one things sure maybe got mine youll get got smarter got harder nick time honey rose dead time ive got list names red underlined check check twice oh might also like ooh look made look made look made look made me⊔ ooh look made look made look made look made dont trust nobody nobody trusts ill actress starring bad dreams dont trust nobody nobody trusts ill actress starring bad dreams dont trust nobody nobody trusts ill actress starring bad dreams dont trust nobody nobody trusts ill actress starring bad dreams ooh look made look made look made look made me⊔ ooh look made look made look made me⊔ im sorry old taylor cant come phone right oh cause shes dead oh ooh look made look made look made look made me⊔ ooh look made look made look made look made ooh look made look made look made look made me⊔ ooh look made look made look made look made
91,Reputation,So It Goes...,see dark eyes magician eyes us make everyone disappear cut pieces gold cage hostage feelings back wall trippin triptrippin youre gone cause break little get alone simple cause baby know know feel pieces fall right place getting caught moment lipstick face goes im keep im lose know im bad girl bad things goes met bar eyes illusionist eyes us make gray days clear wear like necklace im chill make jealous got heart skippin skipskippin im gone cause break little get alone simple cause baby know know feel might also like pieces fall right place getting caught moment lipstick face goes im keep im lose know im bad girl bad things goes come dressed black goes scratches back goes number honestly baby whos counting number honestly baby whos counting number honestly baby whos counting whos counting one two three pieces fall pieces fall right place getting caught moment caught caught lipstick face goes im keep oh im lose baby know im bad girl bad things goes come dressed black goes scratches back goes come dressed black goes scratches back goes
92,Reputation,I Did Something Bad,never trust narcissist love play em like violin make look oh easy cause every lie tell tell three world works thinks feel flames skin crimson red paint lips man talks shit owe nothing dont regret one bit cause coming say something bad whys feel good say something bad whys feel good fun ever id could felt good good radidididididididididada radidididididididididada radidididididididididada dada dada never trust playboy love fly em around world let think saved never see comin next world works got ta leave get left feel flames skin says dont throw away good thing drops name owe nothin spends change comin might also like say something bad oh whys feel good say something bad whys feel good fun ever id could felt good good radidididididididididada radidididididididididada felt good radidididididididididada dada dada theyre burning witches even arent one got pitchforks proof receipts reasons theyre burning witches even arent one light light light light light go ahead light light light light light light light light light say something bad oh whys feel good good say something bad whys feel good good fun ever fun ever id could felt good good good radidididididididididada radidididididididididada radidididididididididada dada dada oh say something bad say something bad whys feel good good bad whys feel good whys feel whys feel good bad felt good good
93,Lover,It's Nice to Have a Friend,ooh ooh school bell rings walk home sidewalk chalk covered snow lost gloves give one wan na hang yeah sounds like fun video games pass note sleeping tents nice friend ooh nice friend ooh light pink sky roof sun sinks curfew 20 questions tell truth youve stressed lately yeah something gave nerve touch hand nice friend ooh nice friend ooh church bells ring carry home rice ground looks like snow call bluff call babe back yeah every day feels like home stay bed whole weekend might also like nice friend ooh nice friend ooh nice friend ooh ooh
94,Lover,I Think He Knows,think knows footprints sidewalk lead cant stop go every night think knows hands around cold glass make wan na know body like mine got boyish look like man architect im drawing plans like im 17 nobody understands one understands got heartbeat skipping 16th avenue got ah mean wan na see whats attitude like want bless soul aint got ta tell think knows think knows think knows get alone ill make home hell want stay think knows hed better lock wont stick around cause good ones never wait ha got boyish look like man architect im drawing plans hes obsessed boy understand boy understand got heartbeat heartbeat skipping 16th avenue got ah mean mean wan na see whats attitude like want bless soul aint got ta tell think knows think knows might also like want bless want bless want bless want bless soul lyrical smile indigo eyes hand thigh could follow sparks ill drive lyrical smile indigo eyes hand thigh could follow sparks ill drive gon na go whisper dark gon na go think knows got heartbeat heartbeat skipping 16th avenue baby got ah mean mean wan na see whats attitude like yeah want bless soul aint got ta tell think knows think knows want bless want bless want bless oh baby want bless soul got heartbeat want bless skipping 16th avenue baby want bless want bless soul aint got ta tell think knows
95,Lover,London Boy,go drivin scooter uh know round london oh id⊔ love hometown much motown love socal know love springsteen faded blue jeans tennessee whiskey somethin happened heard laughin saw dimples first heard accent say home heart thats mine lives know love london boy enjoy walkin camden market afternoon likes american smile like child eyes meet darling fancy took back highgate met best mates guess rumors true know love london boy boy fancy ooh love high tea stories uni west end find pub watchin rugby school friends show gray sky rainy cab ride babes dont threaten good time say home heart god love english know love london boy enjoy nights brixton shoreditch afternoon likes american smile like child eyes meet darling fancy took back highgate met best mates guess rumors true know love london boy boy fancy might also like please show hackney doesnt louis v bond street wan na wan na stick im queen like tennessee stella mccartney heath wan na wan na wan na oh woah know love london boy enjoy walkin soho drinkin afternoon yeah likes american smile like child eyes meet darling fancy took back highgate met best mates guess rumors true yeah know love london boy oh boy oh fancy fancy ooh please show hackney doesnt louis v bond street wan na ooh oh fancy oh woahahah ooh stick im queen like tennessee stella mccartney heath wan na ooh wan na fancy yeah fancy ahah ooh
96,Lover,Paper Rings,moon high like friends night first met went home tried stalk internet ive read books beside bed wine cold like shoulder gave street cat mouse month two three wake night watch breathe ayy kiss cause know long night oh kiss twice cause gon na alright uh three times cause waited whole life 1 2 1 2 3 4 like shiny things id marry paper rings uh huh thats right darling youre one want hate accidents except went friends uh huh thats right darling youre one want paper rings picture frames dirty dreams oh youre one want winter icy outdoor pool jumped first went im even makes blue takes back color painted brothers wall honey without exes fights flaws wouldnt standing tall ayy kiss cause know long night oh kiss twice cause gon na alright uh three times cause waited whole life 1 2 1 2 3 4 ah might also like like shiny things id marry paper rings uh huh thats right darling youre one want hate accidents except went friends uh huh thats right darling youre one want paper rings picture frames dirty dreams oh youre one want want drive away want complications want dreary mondays wrap arms around baby boy want drive away want complications want dreary mondays wrap arms around baby boy uh huh like shiny things id marry paper rings ahah thats right youre one want hate accidents except went friends ahah darling youre one want like shiny things id marry paper rings uh huh thats right darling youre one want hate accidents except went friends uh huh thats right darling youre one want paper rings picture frames dreams youre one want paper rings picture frames dreams oh youre one want youre one want one want youre one want one want
97,Lover,Miss Americana & The Heartbreak Prince,know adore im crazier 16 lost film scene waving homecoming queens marching band playing im lost lights american glory faded im feeling hopeless ripped prom dress running rose thorns saw scoreboard ran life ah cameras catch pageant smile counted days counted miles see see long time coming thats whole world whisper hallway shes bad bad girl okay whole school rolling fake dice play stupid games win stupid prizes theres nothing like miss americana heartbreak prince okay sad paint town blue voted likely run away team losing battered bruising see high fives bad guys leave head hung one seems care american stories burning im feeling helpless damsels depressed boys boys wise men darling im scared ah cameras catch muffled cries counted days counted miles see see storm coming might also like thats whole world whisper hallway shes bad bad girl okay whole school rolling fake dice play stupid games win stupid prizes theres nothing like miss americana heartbreak prince okay sad paint town blue voted likely run away dont want go dont really wan na fight cause nobodys gon na win think come home dont want go dont really wan na fight cause nobodys gon na win think come home dont want go dont really wan na fight cause nobodys gon na win thought know ill never let go cause know fight someday gon na win thats whole world whisper hallway shes bad bad girl oh thought know know theres nothing like like miss americana heartbreak prince okay sad paint town blue paint blue voted likely run away dont want go dont really wan na fight cause nobodys gon na win think come home ill never let go cause know fight someday gon na win thought know thats whole world whisper hallway shes bad bad girl shes bad bad girl
98,Lover,Lover,could leave christmas lights til january place make rules theres dazzling haze mysterious way dear known twenty seconds twenty years go go always close forever ever ah take take home youre lover could let friends crash living room place make call im highly suspicious everyone sees wants ive loved three summers honey want em go go always close forever ever ah take take home forever ever youre lover ladies gentlemen please stand every guitar string scar hand take magnetic force man lover hearts borrowed blue alls well ends well end swear overdramatic true lover youll save dirtiest jokes every table ill save seat lover go go always close forever ever ah take take home forever ever youre oh youre darling youre loveryou might also like
99,Lover,False God,crazy think crazy think could work remember said id die stupid jump ocean separating us remember id fly cant talk youre like staring window like im favorite town im new york city still babe warned us times like say road gets hard get lost youre led blind faith blind faith might get away religions lips even false god wed still worship might get away altar hips even false god wed still worship love wed still worship love wed still worship love know heavens thing go touch honey hell fight patch good make confessions begging forgiveness got wine cant talk im like daring leave try scare youre west village still babe warned us times like say road gets hard get lost youre led blind faith blind faith might also like might get away religions lips even false god wed still worship might get away altar hips even false god wed still worship love wed still worship love wed still worship love ah still worship love even false god even false god still worship love
100,Lover,Cornelia Street,backseat drunk something stronger drinks bar rent place cornelia street say casually car fresh page desk filling blanks go street lights pointed arrow head leading us home hope never lose hope never ends id never walk cornelia street thats kinda heartbreak time could never mend id never walk cornelia street baby get mystified city screams name baby im terrified ever walk away id never walk cornelia street id never walk cornelia street windows flung right open autumn air jacket round shoulders bless rains cornelia street memorize creaks floor back card sharks playing games thought leading packed bags left cornelia street even knew gone called showed hand turned around hit tunnel sat roof hope never lose hope never ends id never walk cornelia street thats kinda heartbreak time could never mend id never walk cornelia street baby get mystified city screams name city screams name baby im terrified ever walk away id never walk cornelia street id never walk cornelia street hold hand street walk back apartment years ago inside barefoot kitchen sacred new beginnings became religion listen might also like hope never lose id never walk cornelia street oh never baby get mystified city screams name city screams name baby im terrified ever walk away id never walk cornelia street id never walk cornelia street dont wan na lose hope never ends id never walk cornelia street dont wan na lose yeah rent place cornelia street say casually car
101,Lover,Afterglow,blew things proportion youre blue put jail something didnt pinned hands behind back oh thought reason attack fighting true love boxing gloves chemistry til blows til theres us whyd break love much face im blame need say hey head im one burned us meant sorry hurt dont wan na dont wan na ooh dont wan na lose dont wan na lose ooh need say hey dont go meet afterglow excruciating see low wan na lift let go ultraviolet morning light tells love worth fight oh lived like island punished silence went like sirens crying whyd break love much face dont walk away need say hey head im one burned us meant im sorry hurt dont wan na dont wan na ooh dont wan na lose dont wan na lose ooh need say hey dont go meet afterglow might also like tell youre still mine tell well fine even lose mind need say tell fault tell im want even break heart need say hey head im one burned us meant sorry hurt dont wan na dont wan na ooh dont wan na lose dont wan na lose ooh need say hey dont go meet afterglow
102,Lover,I Forgot That You Existed,many days spend thinking bout wrong wrong wrong lived shade throwing til sunshine gone gone gone couldnt get away ya feelings drake yeah name lips tonguetied free rent living mind something happened one magical night forgot existed thought would kill didnt nice peaceful quiet forgot existed isnt love isnt hate indifference forgot got popcorn soon rep started going laughed school yard soon tripped hit ground ground ground wouldve stuck around ya wouldve fought whole town yeah wouldve right front row even nobody came show showed one magical night forgot existed thought would kill didnt nice peaceful quiet forgot existed isnt love isnt hate indifference forgot might also like sent clear message taught hard lessons forget blur forgot existed thought would kill didnt nice peaceful quiet forgot existed isnt hate indifference isnt love isnt hate indifference yeah
103,Lover,The Man,would complex would cool theyd say played field found someone commit would okay every conquest made would make boss id fearless leader id alpha type everyone believes ya whats like im sick running fast wondering id get quicker man im sick coming cause man id man id man id man theyd say hustled put work wouldnt shake heads question much deserve wearing rude could separated good ideas power moves would toast oh let players play id like leo sainttropez im sick running fast wondering id get quicker man im sick coming cause man id man id man id man might also like whats like brag raking dollars getting bitches models good youre bad okay youre mad flashing dollars id bitch baller theyd paint bad okay im mad im sick running fast wondering id get quicker man know im sick coming coming cause man man id man id man im sick running fast fast wondering id get quicker man hey im sick coming coming cause man man id man id man id man oh id man yeah id man id man man id man
104,Lover,ME!,promise youll never find another like know im handful baby uh know never think jump youre kinda guy ladies want theres lotta cool chicks know went psycho phone never leave well enough alone troubles gon na follow go theres lotta cool chicks one things like others like rainbow colors baby doll comes lover promise youll never find another like meee oohoohoohooh im one baby thats fun eeheeheeh oohoohoohooh youre one baby thats fun promise nobodys gon na love like meee know tend make know never get see never bore baby theres lotta lame guys fight rain ran called name never wan na see walk away theres lotta lame guys cause one things like others livin winter summer baby doll comes lover promise youll never find another like might also like meee oohoohoohooh im one let keep company eeheeheeh oohoohoohooh youre one baby thats fun promise nobodys gon na love like meee girl aint team know strike band one two three promise youll never find another like girl aint team know cant spell awesome without promise youll never find another like meee yeah oohoohoohooh want ya baby im one im one baby thats fun baby thats fun eeheeheeh oohoohoohooh oh youre one oh baby thats fun promise nobodys gon na love like meee girl aint team oohoohoohooh know im one ohoh baby thats fun eeheeheeh oohoohoohooh strike band one two three cant spell awesome without youre one yeah yeah baby thats fun promise nobodys gon na love like meee
105,Lover,Daylight,love cruel cities lived everyone looked worse light many lines ive crossed unforgiven ill tell truth never goodbye dont wan na look anything else saw dont wan na think anything else thought ive sleeping long 20year dark night see daylight see daylight luck draw draws unlucky became butt joke wounded good trusted wicked clearing air breathed smoke maybe ran wolves refused settle maybe ive stormed every single room town threw cloaks daggers morning brighter dont wan na look anything else saw never look away dont wan na think anything else thought things never ive sleeping long 20year dark night im wide awake see daylight daylight see daylight daylight see daylight daylight daylight daylight see daylight daylight daylight daylight still see mind intertwined believed love would black white golden golden still see head back forth new york sneaking bed believed love would burning red golden like daylight like daylight like daylight daylight might also like dont wan na look anything else saw never look away dont wan na think anything else thought things never ive sleeping long 20year dark night im wide awake see daylight see daylight see daylight ah see daylight daylight daylight daylight see daylight daylight daylight daylight ah still see see daylight daylight daylight daylight still see back forth new york see daylight daylight daylight daylight believed love would burning red like daylight golden like daylight got ta step daylight let go let go let go wan na defined things love things hate things im afraid im afraid things haunt middle night think love
106,Lover,Soon You'll Get Better,buttons coat tangled hair doctors office lighting didnt tell scared first time holy orange bottles night pray desperate people find faith pray jesus say oohah soon youll get better oohah soon youll get better oohah youll get better soon cause know delusion see mirror like nicer nurses make best bad deal pretend isnt real ill paint kitchen neon ill brighten sky know ill never get theres day wont try say oohah soon youll get better oohah soon youll get better oohah youll get better soon cause hate make supposed talk supposed theres wont go back normal ever years hoping keep saying cause might also like oohah youll get better oohah soon youll get better oohah youll get better soon oohah soon youll get better oohah soon youll get better oohah youll get better soon cause
107,Lover,Death by a Thousand Cuts,saying goodbye death thousand cuts flashbacks waking get drunk enough cause morning comes youre baby look windows love even though boarded chandeliers still flickering cause cant pretend okay death thousand cuts dress kill time take long way home ask traffic lights itll alright say dont know ones see everywhere thing share small town said great love one ages storys still writing pages cause saying goodbye death thousand cuts flashbacks waking get drunk enough cause morning comes youre baby look windows love even though boarded chandeliers still flickering cause cant pretend okay death thousand cuts heart hips body love tryna find part didnt touch gave like bad drug im searching signs haunted club songs films united stand country guess lawless land quiet fears touch hand paper cut stings paperthin plans time wine spirit trust tryna find part didnt take gave much wasnt enough ill alright thousand cuts might also like get drunk enough cause youre baby look windows love even though boarded chandeliers still flickering cause cant pretend okay death thousand cuts didnt touch tryna find part didnt touch body love trust death thousand cuts wasnt enough wasnt enough take long way home ask traffic lights itll alright say dont know
108,Lover,You Need To Calm Down,somebody dont know youre takin shots like patrón im like damn 7 say street thats knockout say tweet thats copout im like hey okay aint tryna mess selfexpression ive learned lesson stressin obsessin bout somebody else fun snakes stones never broke bones ohoh ohoh ohoh ohoh ohoh need calm youre loud im like ohoh ohoh ohoh ohoh ohoh oh need stop like step gown need calm somebody dont know youre comin friends like missile mad could glaad could glaad sunshine street parade would rather dark ages makin sign mustve taken night need take several seats try restore peace control urges scream people hate cause shade never made anybody less gay ohoh ohoh ohoh ohoh ohoh need calm youre loud im like ohoh ohoh ohoh ohoh ohoh oh need stop like step gown need calm might also like see internet comparing girls killing figured know got crowns need calm ohoh ohoh ohoh ohoh ohoh need calm need calm youre loud youre loud im like ohoh ohoh ohoh ohoh ohoh oh need stop stop like step gowns need calm
109,Lover,Cruel Summer,yeah yeah yeah yeah fever dream high quiet night know caught oh yeah youre right want bad bad boy shiny toy price know bought oh yeah youre right want killing slow window im always waiting waiting devils roll dice angels roll eyes doesnt kill makes want new shape body blue feeling ive got ooh whoa oh cruel summer cool thats tell em rules breakable heaven ooh whoa oh cruel summer hang head low glow vending machine im dying oh yeah youre right want say well screw trying times trying oh yeah youre right want cut headlights summers knife im always waiting cut bone devils roll dice angels roll eyes bleed youll last know oh new shape body blue feeling ive got ooh whoa oh cruel summer cool thats tell em rules breakable heaven ooh whoa oh cruel summer might also like im drunk back car cried like baby coming home bar oh said im fine wasnt true dont wan na keep secrets keep snuck garden gate every night summer seal fate oh scream whatever worth love aint worst thing ever heard looks grinning like devil new shape body blue feeling ive got ooh whoa oh cruel summer cool thats tell em rules breakable heaven ooh whoa oh cruel summer im drunk back car cried like baby coming home bar oh said im fine wasnt true dont wan na keep secrets keep snuck garden gate every night summer seal fate oh scream whatever worth love aint worst thing ever heard yeah yeah yeah yeah
110,Lover,The Archer,combat im ready combat say dont want cause cruelty wins movies ive got hundred thrownout speeches almost said easy come easy go jump train ride alone never grew getting old help hold ive archer ive prey could ever leave darling could stay dark side search dark side im alright right right right cut nose spite face hate reflection years years wake night pace like ghost room fire invisible smoke heroes die alone help hold ive archer ive prey screaming could ever leave darling could stay see right see right cause see right see right see right see right see right see right see right see right might also like kings horses kings men couldnt put together cause enemies started friends help hold ive archer ive prey could ever leave darling could stay see right see right could stay could stay could stay could stay could stay combat im ready combat
111,folklore,mad woman,think id say scorpion sting fighting back strike kill know know sing drive home see face neighbors lawn smile mouth fuck forever every time call crazy get crazy say seem angry get angry theres nothing like mad woman shame went mad one likes mad woman made like youll poke bear til claws come find something wrap noose around theres nothing like mad woman breathe flames time talk cannons firin yacht say move know wont women like hunting witches dirtiest work obvious wanting dead really brought two together every time call crazy get crazy say seem angry get angry theres nothing like mad woman shame went mad one likes mad woman made like youll poke bear til claws come find something wrap noose around theres nothing like mad woman might also like im taking time taking time cause took everything watching climb watching climb people like master spin couple side flings good wives always know mad scathing like one likes mad woman shame went mad made like
112,folklore,this is me trying,ive hard time adjusting shiniest wheels theyre rusting didnt know youd care came back lot regrets pulled car road lookout couldve followed fears way maybe dont quite know say im doorway wanted know trying wanted know trying told cages mental got wasted like potential words shoot kill im mad lot regrets ahead curve curve became sphere fell behind classmates ended pouring heart stranger didnt pour whiskey wanted know trying wanted know trying least im trying hard party feel like open wound hard anywhere days want youre flashback film reel one screen town wanted know trying maybe dont quite know say wanted know trying might also like least im trying
113,folklore,epiphany,keep helmet keep life son flesh wound heres rifle crawling beaches sir think hes bleeding things cant speak serve fall watch breathe watch breathing something med school cover someones daughter someones mother holds hand plastic doc think shes crashing things cant speak twenty minutes sleep dream epiphany one single glimpse relief make sense youve seen serve fall watch breathe watch breathing serve serve fall watch breathe watch breathe watch breathing twenty minutes sleep dream epiphany one single glimpse relief make sense youve seenyou might also like
114,folklore,invisible string,green color grass used read centennial park used think would meet somebody teal color shirt sixteen yogurt shop used work make little money time curious time gave compasses gave signs clues didnt see isnt pretty think along invisible string tying oohoohoohooh bad blood song cab first trip la ate favorite spot dinner bold waitress threeyear trip getting lunch lakes said looked like american singer time mystical time cutting open healing fine clues didnt see isnt pretty think along invisible string tying oohoohoohooh string pulled wrong arms right dive bar something wrapped past mistakes barbed wire chains around demons wool brave seasons one single thread gold tied might also like cold steel axe grind boys broke heart send babies presents gold color leaves showed around centennial park hell journey brought heaven time wondrous time gave blues purplepink skies cool baby isnt pretty think along invisible string tying oohoohoohooh oohoohoohooh ahahah ahahah
115,folklore,mirrorball,want know im mirrorball ill show every version tonight ill get floor shimmering beautiful break million pieces hush one around dear youll find tallest tiptoes spinning highest heels love shining hush know said end near im still tallest tiptoes spinning highest heels love shining want know im mirrorball change everything fit like regulars masquerade revelers drunk watch shattered edges glisten hush one around dear youll find tallest tiptoes spinning highest heels love shining hush know said end near im still tallest tiptoes spinning highest heels love shining called circus burned disco sent home horses rodeo clowns im still tightrope im still trying everything get laughing im still believer dont know ive never natural try try try im still trapeze im still trying everything keep looking might also like im mirrorball im mirrorball ill show every version tonight
116,folklore,exile,see standing honey arms around body laughin jokes funny took five whole minutes pack us leave holdin love hall think ive seen film didnt like ending youre homeland anymore defending town im exile seein think ive seen film ooh ooh ooh see starin honey like hes understudy like youd get knuckles bloody second third hundredth chances balancin breaking branches eyes add insult injury think ive seen film didnt like ending im problem anymore offending crown im exile seein think ive seen film im leaving side door step right amount crying time always walked thin line didnt even hear didnt even hear never gave warning sign gave many signs time never learned read mind never learned read mind couldnt turn things around never turned things around cause never gave warning sign gave many signs many signs many signs didnt even see signs might also like think ive seen film didnt like ending youre homeland anymore defending town im exile seein think ive seen film im leavin side door step right amount crying time always walked thin line didnt even hear didnt even hear never gave warning sign gave many signs time never learned read mind never learned read mind couldnt turn things around never turned things around cause never gave warning sign gave many signs never gave warning sign time many times never learned read mind many signs couldnt turn things around couldnt turn things around cause never gave warning sign never gave warning sign never gave warning sign ah ah
117,folklore,my tears ricochet,gather line weepin sunlit room im fire youll made ashes even worst day deserve babe hell gave cause loved swear loved til dying day didnt go grace youre hero flying around saving face im dead wake cursing name wishing stayed look tears ricochet gather stones never knowing theyll mean throw make diamond ring know didnt want haunt ghostly scene wear jewels gave bury didnt go grace cause id fight used tell brave im dead wake cursing name wishing stayed look tears ricochet go anywhere want anywhere want home aim heart go blood would still miss bones still talk im screaming sky cant sleep night hear stolen lullabies didnt go grace battleships sink beneath waves kill killed cursing name wishing stayed turned worst fears youre tossing blame drunk pain crossing good years youre cursing name wishing stayed look tears ricochetyou might also like
