Index,Album,Song Name,Lyrics
32,Speak Now,Sparks Fly,the way you move is like a full on rainstorm and im a house of cards youre the kind of reckless that should send me runnin but i kinda know that i wont get far and you stood there in front of me just close enough to touch close enough to hope you couldnt see what i was thinkin of  drop everything now meet me in the pouring rain kiss me on the sidewalk take away the pain cause i see sparks fly whenever you smile get me with those green eyes baby as the lights go down give me something thatll haunt me when youre not around cause i see sparks fly whenever you smile my mind forgets to remind me youre a bad idea you touch me once and its really somethin you find im even better than you imagined i would be im on my guard for the rest of the world but with you i know its no good and i could wait patiently but i really wish you would  drop everything now meet me in the pouring rain kiss me on the sidewalk take away the pain cause i see sparks fly whenever you smile get me with those green eyes baby as the lights go down give me something thatll haunt me when youre not around cause i see sparks fly whenever you smile  i run my fingers through your hair and watch the lights go wild just keep on keepin your eyes on me its just wrong enough to make it feel right and lead me up the staircase wont you whisper soft and slow im captivated by you baby like a firework show  drop everything now meet me in the pouring rain kiss me on the sidewalk ahah take away the pain cause i see sparks fly whenever you smile get me with those green eyes baby as the lights go down give me something thatll haunt me when youre not around cause i see sparks fly whenever you smile you might also like and the sparks fly oh baby smile and the sparks fly
33,Speak Now,Long Live,i said remember this moment in the back of my mind the time we stood with our shaking hands the crowds in stands went wild we were the kings and the queens and they read off our names the night you danced like you knew our lives would never be the same you held your head like a hero on a history book page it was the end of a decade but the start of an age long live the walls we crashed through how the kingdom lights shined just for me and you i was screaming long live all the magic we made and bring on all the pretenders one day we will be remembered  i said remember this feeling i pass the pictures around of all the years that we stood there on the sidelines wishing for right now we are the kings and the queens you traded your baseball cap for a crown when they gave us our trophies and we held them up for our town and the cynics were outraged screaming this is absurd cause for a moment a band of thieves in ripped up jeans got to rule the world  long live the walls we crashed through how the kingdom lights shined just for me and you i was screaming long live all the magic we made and bring on all the pretenders im not afraid long live all the mountains we moved i had the time of my life fighting dragons with you i was screaming long live that look on your face and bring on all the pretenders one day we will be remembered you might also like hold on to spinning around confetti falls to the ground may these memories break our fall will you take a moment promise me this that youll stand by me forever but if god forbid fate should step in and force us into a goodbye if you have children some day when they point to the pictures please tell em my name tell em how the crowds went wild tell em how i hope they shine long live the walls we crashed through i had the time of my life with you  long long live the walls we crashed through how the kingdom lights shined just for me and you and i was screaming long live all the magic we made and bring on all the pretenders im not afraid singing long live all the mountains we moved i had the time of my life fighting dragons with you and long long live that look on your face and bring on all the pretenders one day we will be remembered
34,Speak Now,Never Grow Up,your little hands wrapped around my finger and its so quiet in the world tonight your little eyelids flutter cause youre dreaming so i tuck you in turn on your favorite nightlight to you everythings funny you got nothing to regret id give all i have honey if you could stay like that  oh darling dont you ever grow up dont you ever grow up just stay this little oh darling dont you ever grow up dont you ever grow up it could stay this simple i wont let nobody hurt you wont let no one break your heart and no one will desert you just try to never grow up never grow up youre in the car on the way to the movies and youre mortified your moms dropping you off at fourteen theres just so much you cant do and you cant wait to move out someday and call your own shots but dont make her drop you off around the block remember that shes getting older too and dont lose the way that you dance around in your pjs getting ready for school  oh darling dont you ever grow up dont you ever grow up just stay this little oh darling dont you ever grow up dont you ever grow up it could stay this simple no ones ever burned you nothings ever left you scarred and even though you want to just try to never grow up  take pictures in your mind of your childhood room memorize what it sounded like when your dad gets home remember the footsteps remember the words said and all your little brothers favorite songs i just realized everything i have is someday gonna be gone so here i am in my new apartment in a big city they just dropped me off its so much colder than i thought it would be so i tuck myself in and turn my nightlight on wish id never grown up i wish id never grown up you might also like oh i dont wanna grow up wish id never grown up i could still be little oh i dont wanna grow up wish id never grown up it could still be simple oh darling dont you ever grow up dont you ever grow up just stay this little oh darling dont you ever grow up dont you ever grow up it could stay this simple wont let nobody hurt you wont let no one break your heart and even though you want to please try to never grow up  oh oh dont you ever grow up oh never grow up just never grow up
35,Speak Now,The Story Of Us,i used to think one day wed tell the story of us how we met and the sparks flew instantly and people would say theyre the lucky ones i used to know my place was the spot next to you now im searching the room for an empty seat cause lately i dont even know what page youre on  oh a simple complication miscommunications lead to fallout so many things that i wish you knew so many walls up i cant break through now im standing alone in a crowded room and were not speaking and im dying to know is it killing you like its killing me yeah i dont know what to say since the twist of fate when it all broke down and the story of us looks a lot like a tragedy now  next chapter  howd we end up this way see me nervously pulling at my clothes and trying to look busy and youre doing your best to avoid me im starting to think one day ill tell the story of us how i was losing my mind when i saw you here but you held your pride like you shouldve held me  oh im scared to see the ending why are we pretending this is nothing id tell you i miss you but i dont know how ive never heard silence quite this loud you might also like now im standing alone in a crowded room and were not speaking and im dying to know is it killing you like its killing me yeah i dont know what to say since the twist of fate when it all broke down and the story of us looks a lot like a tragedy now  this is looking like a contest of who can act like they care less but i liked it better when you were on my side the battles in your hands now but i would lay my armor down if you said youd rather love than fight  so many things that you wish i knew but the story of us might be ending soon  now im standing alone in a crowded room and were not speaking and im dying to know is it killing you like its killing me yeah i dont know what to say since the twist of fate when it all broke down the story of us looks a lot like a tragedy now now now and were not speaking and im dying to know is it killing you like its killing me yeah i dont know what to say since the twist of fate cause were goin down and the story of us looks a lot like a tragedy now the end
36,Speak Now,Speak Now,i am not the kind of girl who should be rudely bargin in on a white veil occasion but you are not the kind of boy who should be marrying the wrong girl i sneak in and see your friends and her snotty little family all dressed in pastel and she is yelling at a bridesmaid somewhere back inside a room wearin a gown shaped like a pastry this is surely not what you thought it would be i lose myself in a daydream where i stand and say  dont say yes run away now ill meet you when youre out of the church at the back door dont wait or say a single vow you need to hear me out and they said speak now  fond gestures are exchanged and the organ starts to play a song that sounds like a death march and i am hiding in the curtains it seems that i was uninvited by your lovely bridetobe  she floats down the aisle like a pageant queen but i know you wish it was me you wish it was me dont you  dont say yes run away now ill meet you when youre out of the church at the back door dont wait or say a single vow you need to hear me out and they said speak now dont say yes run away now run away now ill meet you when youre out of the church at the back door dont wait or say a single vow say a single vow your time is running out and they said speak now you might also like ooh run away now la ooh say a single vow ooh  i hear the preacher say speak now or forever hold your peace theres the silence theres my last chance i stand up with shaky hands all eyes on me horrified looks from everyone in the room but im only lookin at you  i am not the kind of girl who should be rudely bargin in on a white veil occasion but you are not the kind of boy who should be marrying the wrong girl haha  so dont say yes run away now ill meet you when youre out of the church at the back door dont wait or say a single vow you need to hear me out they said speak now and you say lets run away now run away now ill meet you when im out of my tux at the back door baby i didnt say my vows say a single vow so glad you were around when they said speak now
37,Speak Now,Last Kiss,i still remember the look on your face lit through the darkness at 158 the words that you whispered for just us to know you told me you loved me so why did you go away away  i do recall now the smell of the rain fresh on the pavement i ran off the plane that july ninth the beat of your heart it jumps through your shirt i can still feel your arms but now ill go sit on the floor wearing your clothes all that i know is i dont know how to be something you miss  i never thought wed have a last kiss never imagined wed end like this your name forever the name on my lips  i do remember the swing of your step the life of the party youre showing off again and id roll my eyes and then youd pull me in im not much for dancing but for you i did because i love your handshake meeting my father i love how you walk with your hands in your pockets how youd kiss me when i was in the middle of saying something theres not a day i dont miss those rude interruptions  and ill go sit on the floor wearing your clothes all that i know is i dont know how to be something you miss you might also like i never thought wed have a last kiss i never imagined wed end like this your name forever the name on my lips ooh  so ill watch your life in pictures like i used to watch you sleep and i feel you forget me like i used to feel you breathe and ill keep up with our old friends just to ask them how you are hope its nice where you are and i hope the sun shines and its a beautiful day and something reminds you you wish you had stayed you can plan for a change in the weather and time but i never planned on you changing your mind  so ill go sit on the floor wearing your clothes all that i know is i dont know how to be something you miss  i never thought wed have a last kiss never imagined wed end like this your name forever the name on my lips just like our last kiss forever the name on my lips forever the name on my lips just like our last
38,Speak Now,Enchanted,there i was again tonight forcing laughter faking smiles same old tired lonely place walls of insincerity shifting eyes and vacancy vanished when i saw your face all i can say is it was enchanting to meet you  your eyes whispered have we met across the room your silhouette starts to make its way to me the playful conversation starts counter all your quick remarks like passing notes in secrecy and it was enchanting to meet you all i can say is i was enchanted to meet you this night is sparkling dont you let it go im wonderstruck blushing all the way home ill spend forever wondering if you knew i was enchanted to meet you  the lingering question kept me up 2am who do you love i wonder til im wide awake now im pacing back and forth wishing you were at my door id open up and you would say hey it was enchanting to meet you all i know is i was enchanted to meet you  this night is sparkling dont you let it go im wonderstruck blushing all the way home ill spend forever wondering if you knew this night is flawless dont you let it go im wonderstruck dancing around all alone ill spend forever wondering if you knew i was enchanted to meet you  you might also like this is me praying that this was the very first page not where the storyline ends my thoughts will echo your name until i see you again these are the words i held back as i was leaving too soon i was enchanted to meet you please dont be in love with someone else please dont have somebody waiting on you please dont be in love with someone else ooh please dont have somebody waiting on you ooh oh  this night is sparkling dont you let it go im wonderstruck blushing all the way home ill spend forever wondering if you knew this night is flawless please dont be in love with someone else dont you let it go im wonderstruck please dont have somebody waiting on you dancing around all alone ill spend forever please dont be in love with someone else wondering if you knew i was enchanted to meet you please dont be in love with someone else please dont have somebody waiting on you
39,Speak Now,Mean,you with your words like knives and swords and weapons that you use against me you have knocked me off my feet again got me feeling like im nothing you with your voice like nails on a chalkboard calling me out when im wounded you pickin on the weaker man  well you can take me down with just one single blow but you dont know what you dont know someday ill be livin in a big old city and all youre ever gonna be is mean someday ill be big enough so you cant hit me and all youre ever gonna be is mean why you gotta be so mean  you with your switching sides and your wildfire lies and your humiliation you have pointed out my flaws again as if i dont already see them i walk with my head down trying to block you out cause ill never impress you i just wanna feel okay again  i bet you got pushed around somebody made you cold but the cycle ends right now cause you cant lead me down that road and you dont know what you dont know  someday ill be livin in a big old city and all youre ever gonna be is mean someday ill be big enough so you cant hit me and all youre ever gonna be is mean why you gotta be so mean you might also like and i can see you years from now in a bar talking over a football game with that same big loud opinion but nobodys listening washed up and ranting about the same old bitter things drunk and grumblin on about how i cant sing but all you are is mean  all you are is mean and a liar and pathetic and alone in life and mean and mean and mean and mean  but someday ill be livin in a big old city and all youre ever gonna be is mean yeah someday ill be big enough so you cant hit me and all youre ever gonna be is mean why you gotta be so mean someday ill be livin in a big old city why you gotta be so mean and all youre ever gonna be is mean why you gotta be so mean someday ill be big enough so you cant hit me why you gotta be so mean and all youre ever gonna be is mean why you gotta be so mean
40,Speak Now,Haunted,you and i walk a fragile line i have known it all this time but i never thought id live to see it break its getting dark and its all too quiet and i cant trust anything now and its coming over you like its all a big mistake  woah holding my breath wont lose you again somethings made your eyes go cold come on come on dont leave me like this i thought i had you figured out somethings gone terribly wrong youre all i wanted come on come on dont leave me like this i thought i had you figured out cant breathe whenever youre gone cant turn back now im haunted  stood there and watched you walk away from everything we had but i still mean every word i said to you he will try to take away my pain and he just might make me smile but the whole time im wishing he was you instead  oh holding my breath wont see you again something keeps me holding onto nothing  come on come on dont leave me like this i thought i had you figured out somethings gone terribly wrong youre all i wanted come on come on dont leave me like this i thought i had you figured out cant breathe whenever youre gone cant turn back now im haunted you might also like i know i know i just know youre not gone you cant be gone no  come on come on dont leave me like this i thought i had you figured out somethings gone terribly wrong wont finish what you started come on come on dont leave me like this i thought i had you figured out cant breathe whenever youre gone i cant go back im haunted  ohoh ohoh ohoh oh you and i walk a fragile line i have known it all this time never ever thought id see it break never thought id see it
41,Speak Now,Innocent,i guess you really did it this time left yourself in your war path lost your balance on a tightrope lost your mind trying to get it back  wasnt it easier in your lunchbox days always a bigger bed to crawl into wasnt it beautiful when you believed in everything and everybody believed in you its alright just wait and see your string of lights are still bright to me oh who you are is not where youve been youre still an innocent youre still an innocent  did some things you cant speak of but at night you live it all again you wouldnt be shattered on the floor now if only you had seen what you know now then  wasnt it easier in your fireflycatching days when everything out of reach someone bigger brought down to you wasnt it beautiful running wild til you fell asleep before the monsters caught up to you  its alright just wait and see your string of lights are still bright to me oh who you are is not where youve been youre still an innocent its okay and life is a tough crowd thirtytwo and still growing up now who you are is not what you did youre still an innocent you might also like time turns flames to embers youll have new septembers every one of us has messed up too ooh minds change like the weather i hope you remember today is never too late to be brand new oh  its alright just wait and see your string of lights is still bright to me oh who you are is not where youve been youre still an innocent its okay and life is a tough crowd thirtytwo and still growing up now who you are is not what you did youre still an innocent youre still an innocent  lost your balance on a tightrope oh its never too late to get it back
42,Red,The Lucky One,new to town with a madeup name in the angels city chasing fortune and fame and the camera flashes make it look like a dream you had it figured out since you were in school everybody loves pretty everybody loves cool so overnight you look like a sixties queen  another name goes up in lights like diamonds in the sky and theyll tell you now youre the lucky one yeah theyll tell you now youre the lucky one but can you tell me now youre the lucky one oh oh oh  now its big black cars and riviera views and your lover in the foyer doesnt even know you and your secrets end up splashed on the news front page and they tell you that youre lucky but youre so confused cause you dont feel pretty you just feel used and all the young things line up to take your place  another name goes up in lights you wonder if youll make it out alive  and theyll tell you now youre the lucky one yeah theyll tell you now youre the lucky one but can you tell me now youre the lucky one oh oh oh  it was a few years later i showed up here and they still tell the legend of how you disappeared how you took the money and your dignity and got the hell out they say you bought a bunch of land somewhere chose the rose garden over madison square and it took some time but i understand it now you might also like cause now my name is up in lights but i think you got it right  let me tell you now youre the lucky one let me tell you now youre the lucky one let me tell you now youre the lucky one oh oh oh and theyll tell you now youre the lucky one yeah theyll tell you now youre the lucky one and theyll tell you now youre the lucky one oh oh oh oh whoa oh oh
43,Red,State of Grace,im walking fast through the traffic lights busy streets and busy lives and all we know is touch and go we are alone with our changing minds we fall in love til it hurts or bleeds or fades in time  and i never never saw you coming and ill never never be the same you come around and the armor falls pierce the room like a cannonball now all we know is dont let go we are alone just you and me up in your room and our slates are clean just twin fire signs four blue eyes  so you were never a saint and ive loved in shades of wrong we learn to live with the pain mosaic broken hearts but this love is brave and wild  and i never never saw you coming and ill never never be the same  this is a state of grace this is the worthwhile fight love is a ruthless game unless you play it good and right these are the hands of fate youre my achilles heel this is the golden age of something good and right and real you might also like and i never never saw you coming and ill never be the same  and i never never saw you coming and ill never so you were never a saint and ive loved in shades of wrong be the same we learn to live with the pain mosaic broken hearts but this love is brave and wild  this is a state of grace this is the worthwhile fight love is a ruthless game unless you play it good and right
45,Red,We Are Never Ever Getting Back Together,i remember when we broke up the first time saying this is it ive had enough cause like we hadnt seen each other in a month when you said you needed space what then you come around again and say baby i miss you and i swear im gonna change trust me remember how that lasted for a day i say i hate you we break up you call me i love you  oohoohoohoohooh we called it off again last night but oohoohoohoohooh this time im telling you im telling you we are never ever ever getting back together we are never ever ever getting back together you go talk to your friends talk to my friends talk to me but we are never ever ever ever getting back together like ever  im really gonna miss you picking fights and me falling for it screaming that im right and you would hide away and find your peace of mind with some indie record thats much cooler than mine  oohoohoohoohooh you called me up again tonight but oohoohoohoohooh this time im telling you im telling you  we we are never ever ever getting back together we are never ever ever getting back together you go talk to your friends talk to my friends talk to me talk to me but we are never ever ever ever getting back together  oohoohoohoohooh yeah oohoohoohoohoohooh yeah oohoohoohoohooh yeah ohohoh you might also like i used to think that we were forever ever and i used to say never say never ugh so he calls me up and hes like i still love you and im like i just i mean this is exhausting you know like we are never getting back together like ever  no we are never ever ever getting back together we are never ever ever ooh getting back together you go talk to your friends talk to my friends talk to me but we are never ever ever ever getting back together  we oohoohoohoohooh oohoohooh no getting back together we oohoohoohoohooh oh oh getting back together yeah you go talk to your friends talk to my friends talk to me talk to me but we are never ever ever ever getting back together
46,Red,Treacherous,put your lips close to mine as long as they dont touch out of focus eye to eye til the gravitys too much and ill do anything you say if you say it with your hands and id be smart to walk away but youre quicksand  this slope is treacherous this path is reckless this slope is treacherous and iii like it i cant decide if its a choice getting swept away i hear the sound of my own voice asking you to stay and all we are is skin and bone trained to get along forever going with the flow but youre friction  this slope is treacherous this path is reckless this slope is treacherous i i i like it  two headlights shine through the sleepless night and i will get you get you alone your name has echoed through my mind and i just think you should think you should know that nothing safe is worth the drive and i would follow you follow you home ill follow you follow you home  this hope is treacherous this daydream is dangerous this hope is treacherous iii iii iii you might also like two headlights shine through the sleepless night and i will get you get you alone your name has echoed through my mind and i just think you should think you should know that nothing safe is worth the drive and i would follow you follow you home ill follow you follow you home ill follow you follow you home ill follow you follow you home  this slope is treacherous iii like it
47,Red,I Almost Do,i bet this time of night youre still up i bet youre tired from a long hard week i bet youre sittin in your chair by the window looking out at the city and i bet sometimes you wonder bout me  and i just wanna tell you it takes everything in me not to call you and i wish i could run to you and i hope you know that every time i dont i almost do i almost do i bet you think i either moved on or hate you ⊘cause each time you reach out theres no reply i bet it never ever occurred to you that i cant say hello to you and risk another goodbye  and i just wanna tell you it takes everything in me not to call you and i wish i could run to you and i hope you know that every time i dont i almost do i almost do  oh we made quite a mess babe its probably better off this way and i confess babe in my dreams youre touching my face and asking me if i want to try again with you and i almost do  and i just wanna tell you it takes everything in me not to call you and i wish i could run to you and i hope you know that every time i dont i almost do i almost do you might also like i bet this time of night youre still up i bet youre tired from a long hard week i bet youre sittin in your chair by the window looking out at the city and i hope sometimes you wonder bout me
48,Red,Everything Has Changed,you good to go  all i knew this morning when i woke is i know something now know something now i didnt before and all ive seen since 18 hours ago is green eyes and freckles and your smile in the back of my mind making me feel like i just wanna know you better know you better know you better now i just wanna know you better know you better know you better now i just wanna know you better know you better know you better now i just wanna know you know you know you  cause all i know is we said hello and your eyes look like coming home all i know is a simple name and everything has changed all i know is you held the door youll be mine and ill be yours all i know since yesterday is everything has changed  and all my walls stood tall painted blue and ill take em down take em down and open up the door for you and all i feel in my stomach is butterflies the beautiful kind making up for lost time taking flight making me feel right you might also like i just wanna know you better know you better know you better now i just wanna know you better know you better know you better now i just wanna know you better know you better know you better now i just wanna know you know you know you  cause all i know is we said hello and your eyes look like coming home all i know is a simple name and everything has changed all i know is you held the door youll be mine and ill be yours all i know since yesterday is everything has changed  come back and tell me why im feeling like ive missed you all this time and meet me there tonight and let me know that its not all in my mind i just wanna know you better know you better know you better now i just wanna know you know you know you cause all i know is we said hello and your eyes look like coming home all i know is a simple name and everything has changed all i know is you held the door youll be mine and ill be yours all i know since yesterday is everything has changed  all i know is we said hello so dust off your highest hopes all i know is pouring rain and everything has changed all i know is a new found grace all my days ill know your face all i know since yesterday is everything has changed
50,Red,Begin Again,took a deep breath in the mirror he didnt like it when i wore high heels but i do turn the lock and put my headphones on he always said he didnt get this song but i do i do  i walked in expecting youd be late but you got here early and you stand and wave i walk to you you pull my chair out and help me in and you dont know how nice that is but i do and you throw your head back laughin like a little kid i think its strange that you think im funny cause he never did ive been spending the last eight months thinkin all love ever does is break and burn and end but on a wednesday in a café i watched it begin again  you said you never met one girl who had as many james taylor records as you but i do we tell stories and you dont know why im comin off a little shy but i do  but you throw your head back laughin like a little kid i think its strange that you think im funny cause he never did ive been spending the last eight months thinkin all love ever does is break and burn and end but on a wednesday in a café i watched it begin again  and we walked down the block to my car and i almost brought him up but you start to talk about the movies that your family watches every single christmas and i wanna talk about that and for the first time whats past is past you might also like cause you throw your head back laughin like a little kid i think its strange that you think im funny cause he never did ive been spending the last eight months thinkin all love ever does is break and burn and end but on a wednesday in a café i watched it begin again  hmm hmm but on a wednesday in a café i watched it begin again
51,Red,The Last Time,find myself at your door just like all those times before im not sure how i got there all roads they lead me here i imagine you are home in your room all alone and you open your eyes into mine and everything feels better  and right before your eyes im breaking no past no reasons why just you and me this is the last time im asking you this put my name at the top of your list this is the last time im asking you why you break my heart in the blink of an eye eye eye  you find yourself at my door just like all those times before you wear your best apology but i was there to watch you leave and all the times i let you in just for you to go again disappear when you come back everything is better  and right before your eyes im aching run fast nowhere to hide just you and me  this is the last time im asking you this put my name at the top of your list this is the last time im asking you why you break my heart in the blink of an eye eye eye you might also like  this is the last time you tell me ive got it wrong this is the last time i say its been you all along this is the last time i let you in my door this is the last time i wont hurt you anymore ohho ohho ohho ohho ohho ohho ohho ohho this is the last time im asking you this put my name at the top of your list this is the last time im asking you why you break my heart in the blink of an eye  this is the last time im asking you this this is the last time im asking you this put my name at the top of your list put my name at the top of your list this is the last time im asking you why this is the last time im asking you why you break my heart in the blink of an eye you break my heart this is the last time im asking you last time im asking you last time im asking you this this is the last time im asking you last time im asking you last time im asking you this this is the last time im asking you last time im asking you last time im asking you this this is the last time im asking you last time im asking you last time im asking you this
52,Red,Starlight,i said oh my what a marvelous tune it was the best night never would forget how he moved the whole place was dressed to the nines and we were dancing dancing like were made of starlight like were made of starlight  i met bobby on the boardwalk summer of 45 picked me up late one night out the window we were 17 and crazy running wild wild cant remember what song it was playing when we walked in the night we snuck into a yacht club party pretending to be a duchess and a prince and i said oh my what a marvelous tune it was the best night never would forget how he moved the whole place was dressed to the nines and we were dancing dancing like were made of starlight starlight like were made of starlight starlight  he said ⊜look at you worrying too much about things you cant change youll spend your whole life singing the blues if you keep thinking that way he was trying to skip rocks on the ocean saying to me dont you see the starlight starlight dont you dream impossible things  like oh my what a marvelous tune it was the best night never would forget how he moved the whole place was dressed to the nines and we were dancing dancing like were made of starlight starlight like were made of starlight starlight  oohooh hes talking crazy oohooh dancing with me oohooh we could get married have ten kids and teach em how to dream you might also like  oh my what a marvelous tune it was the best night never would forget how he moved the whole place was dressed to the nines and we were dancing dancing like were made of starlight starlight like were made of starlight starlight  like were made of starlight starlight like we dream impossible dreams like starlight starlight like we dream impossible dreams  dont you see the starlight starlight dont you dream impossible things
53,Red,All Too Well,i walked through the door with you the air was cold but something bout it felt like home somehow and i left my scarf there at your sisters house and youve still got it in your drawer even now  oh your sweet disposition and my wideeyed gaze were singing in the car getting lost upstate autumn leaves falling down like pieces into place and i can picture it after all these days and i know its long gone and that magics not here no more and i might be okay but im not fine at all oh oh oh  cause there we are again on that little town street you almost ran the red cause you were lookin over at me wind in my hair i was there i remember it all too well  photo album on the counter your cheeks were turning red you used to be a little kid with glasses in a twinsized bed and your mothers telling stories bout you on the teeball team you taught me bout your past thinking your future was me  and i know its long gone and there was nothing else i could do and i forget about you long enough to forget why i needed to cause there we are again in the middle of the night were dancing ⊘round the kitchen in the refrigerator light down the stairs i was there i remember it all too well yeah you might also like well maybe we got lost in translation maybe i asked for too much but maybe this thing was a masterpiece til you tore it all up running scared i was there i remember it all too well and you call me up again just to break me like a promise so casually cruel in the name of being honest im a crumpled up piece of paper lying here cause i remember it all all all too well  time wont fly its like im paralyzed by it id like to be my old self again but im still trying to find it after plaid shirt days and nights when you made me your own now you mail back my things and i walk home alone but you keep my old scarf from that very first week cause it reminds you of innocence and it smells like me you cant get rid of it cause you remember it all too well yeah  cause there we are again when i loved you so back before you lost the one real thing youve ever known it was rare i was there i remember it all too well wind in my hair you were there you remember it all down the stairs you were there you remember it all it was rare i was there i remember it all too well
54,Red,Red,loving him is like driving a new maserati down a deadend street faster than the wind passionate as sin ending so suddenly loving him is like trying to change your mind once youre already flying through the free fall like the colors in autumn so bright just before they lose it all  losing him was blue like id never known missing him was dark gray all alone forgetting him was like trying to know somebody youve never met but loving him was red red red red red loving him was red red red red red  touching him was like realizing all you ever wanted was right there in front of you memorizing him was as easy as knowing all the words to your old favorite song fighting with him was like trying to solve a crossword and realizing theres no right answer regretting him was like wishing you never found out that love could be that strong  losing him was blue like id never known missing him was dark gray all alone whoa forgetting him was like trying to know somebody youve never met but loving him was red  red red oh red red red burning red red red red red  remembering him comes in flashbacks and echoes tell myself its time now gotta let go but moving on from him is impossible when i still see it all in my head in burning red burning it was red you might also like oh losing him was blue like id never known missing him was dark gray all alone whoa forgetting him was like trying to know somebody youve never met cause loving him was red  red red yeah yeah red red red burning red red red red red  and thats why red red hes spinning round in my head comes back to me red red burning red red red yeah yeah red red  his love was like driving a new maserati down a deadend street
56,Red,I Knew You Were Trouble., once upon a time a few mistakes ago i was in your sights you got me alone you found me you found me you found meeeee i guess you didnt care and i guess i liked that and when i fell hard you took a step back without me without me without meeeee and hes long gone when hes next to me and i realize the blame is on me  cause i knew you were trouble when you walked in so shame on me now flew me to places id never been til you put me down oh i knew you were trouble when you walked in so shame on me now flew me to places id never been now im lying on the cold hard ground  oh ohoh trouble trouble trouble oh ohoh trouble trouble trouble  no apologies hell never see you cry pretends he doesnt know that hes the reason why youre drowning youre drowning youre drowninginginginging and i heard you moved on from whispers on the street a new notch in your belt is all ill ever be and now i see now i see now i seeeeee you might also like he was long gone when he met me and i realize the joke is on me yeah  i knew you were trouble when you walked in oh so shame on me now flew me to places id never been til you put me down oh i knew you were trouble when you walked in so shame on me now flew me to places id never been yeah now im lying on the cold hard ground  oh ohoh trouble trouble trouble yeah trouble oh ohoh trouble trouble trouble  and the saddest fear comes creeping in that you never loved me or her or anyone or anything yeah i knew you were trouble when you walked in so shame on me now flew me to places id never been never been til you put me down oh i knew you were trouble when you walked in knew it right there so shame on me now knew it right there flew me to places id never been ooh now im lying on the cold hard ground  oh ohoh trouble trouble trouble oh oh ohoh trouble trouble trouble i knew you were trouble when you walked in trouble trouble trouble i knew you were trouble when you walked in trouble trouble trouble 
57,Red,22,it feels like a perfect night to dress up like hipsters and make fun of our exes uhuh uhuh it feels like a perfect night for breakfast at midnight to fall in love with strangers uhuh uhuh  yeah were happy free confused and lonely at the same time its miserable and magical oh yeah tonights the night when we forget about the deadlines its time ohoh i dont know about you but im feeling twentytwo everything will be alright if you keep me next to you you dont know about me but ill bet you want to everything will be alright if we just keep dancing like were twentytwo twentytwo  it seems like one of those nights this place is too crowded too many cool kids uhuh uhuh whos taylor swift anyway ew it seems like one of those nights we ditch the whole scene and end up dreamin instead of sleeping  yeah were happy free confused and lonely in the best way its miserable and magical oh yeah tonights the night when we forget about the heartbreaks its time ohoh you might also like hey i dont know about you but im feeling twentytwo everything will be alright if ooh you keep me next to you you dont know about me but ill bet you want to everything will be alright if alright we just keep dancing like were twentytwo ohohohoh oh twentytwo i dont know about you twentytwo twentytwo ooh  it feels like one of those nights we ditch the whole scene it feels like one of those nights we wont be sleepin it feels like one of those nights you look like bad news i gotta have you i gotta have you you woah ooh yeah ehyeah  hey i dont know about you i dont know about you but im feeling twentytwo everything will be alright if ooh you keep me next to you you dont know about me you dont know about me but ill bet you want to everything will be alright if we just keep dancing like were dancing like were twentytwo twentytwo woahoh twentytwo dancing like twentytwo yeah yeah twentytwo yeah yeah yeah it feels like one of those nights twentytwo we ditch the whole scene it feels like one of those nights twentytwo we wont be sleeping it feels like one of those nights twentytwo you look like bad news i gotta have you i gotta have you
58,Red,Stay Stay Stay,im pretty sure we almost broke up last night i threw my phone across the room at you i was expecting some dramatic turn away but you stayed this morning i said we should talk about it cause i read you should never leave a fight unresolved thats when you came in wearing a football helmet and said okay lets talk and i said stay stay stay ive been loving you for quite some time time time you think that its funny when im mad mad mad but i think that its best if we both stay  before you id only dated selfindulgent takers who took all of their problems out on me but you carry my groceries and now im always laughing and i love you because you have given me no choice but to  stay stay stay ive been loving you for quite some time time time you think that its funny when im mad mad mad but i think that its best if we both stay stay stay stay  you took the time to memorize me my fears my hopes and dreams i just like hanging out with you all the time all those times that you didnt leave its been occurring to me id like to hang out with you for my whole life you might also like stay and ill be loving you for quite some time no one else is gonna love me when i get mad mad mad so i think that its best if we both stay stay stay stay stay stay  stay stay stay ive been loving you for quite some time time time you think that its funny when im mad mad mad but i think that its best if we both stay stay stay stay stay stay  stay stay stay ive been loving you for quite some time time time you think that its funny when im mad mad mad but i think that its best if we both stay hahaha its so fun
59,Red,Sad Beautiful Tragic,long handwritten note deep in your pocket words how little they mean when youre a little too late i stood right by the tracks your face in a locket good girls hopeful theyll be and long they will wait  we had a beautiful magic love there what a sad beautiful tragic love affair  in dreams i meet you in warm conversation we both wake in lonely beds different cities and time is taking its sweet time erasing you and youve got your demons and darling they all look like me cause we had a beautiful magic love there what a sad beautiful tragic love affair  distance timing breakdown fighting silence the train runs off its tracks kiss me try to fix it could you just try to listen hang up give up and for the life of us we cant get back  a beautiful magic love there what a sad beautiful tragic beautiful tragic beautiful  what we had a beautiful magic love there what a sad beautiful tragic love affair we had a beautiful magic love there what a sad beautiful tragic love affairyou might also like
